cohort_month,cohort_month_name,cohort_index,active_customers,total_customers,retention_rate
2020-10,"Oct 2020",50,5,179,2.79%
2020-10,"Oct 2020",51,5,179,2.79%
2020-10,"Oct 2020",52,5,179,2.79%
2020-10,"Oct 2020",53,8,179,4.47%
2020-11,"Nov 2020",0,174,174,100.00%
2020-11,"Nov 2020",1,1,174,0.57%
2020-11,"Nov 2020",2,3,174,1.72%
2020-11,"Nov 2020",3,6,174,3.45%
2020-11,"Nov 2020",4,4,174,2.30%
2020-11,"Nov 2020",5,8,174,4.60%
2020-11,"Nov 2020",6,2,174,1.15%
2020-11,"Nov 2020",7,8,174,4.60%
2020-11,"Nov 2020",8,5,174,2.87%
2020-11,"Nov 2020",9,10,174,5.75%
2020-11,"Nov 2020",10,5,174,2.87%
2020-11,"Nov 2020",11,5,174,2.87%
2020-11,"Nov 2020",12,6,174,3.45%
2020-11,"Nov 2020",13,6,174,3.45%
2020-11,"Nov 2020",14,2,174,1.15%
2020-11,"Nov 2020",15,4,174,2.30%
2020-11,"Nov 2020",16,6,174,3.45%
2020-11,"Nov 2020",17,5,174,2.87%
2020-11,"Nov 2020",18,6,174,3.45%
2020-11,"Nov 2020",19,7,174,4.02%
2020-11,"Nov 2020",20,7,174,4.02%
2020-11,"Nov 2020",21,4,174,2.30%
2020-11,"Nov 2020",22,6,174,3.45%
2020-11,"Nov 2020",23,6,174,3.45%
2020-11,"Nov 2020",24,5,174,2.87%
2020-11,"Nov 2020",25,5,174,2.87%
2020-11,"Nov 2020",26,3,174,1.72%
2020-11,"Nov 2020",27,4,174,2.30%
2020-11,"Nov 2020",28,5,174,2.87%
2020-11,"Nov 2020",29,4,174,2.30%
2020-11,"Nov 2020",30,2,174,1.15%
2020-11,"Nov 2020",31,8,174,4.60%
2020-11,"Nov 2020",32,3,174,1.72%
2020-11,"Nov 2020",33,5,174,2.87%
2020-11,"Nov 2020",34,4,174,2.30%
2020-11,"Nov 2020",35,5,174,2.87%
2020-11,"Nov 2020",36,6,174,3.45%
2020-11,"Nov 2020",37,9,174,5.17%
2020-11,"Nov 2020",38,6,174,3.45%
2020-11,"Nov 2020",39,5,174,2.87%
2020-11,"Nov 2020",40,4,174,2.30%
2020-11,"Nov 2020",41,6,174,3.45%
2020-11,"Nov 2020",42,1,174,0.57%
2020-11,"Nov 2020",43,4,174,2.30%
2020-11,"Nov 2020",44,3,174,1.72%
2020-11,"Nov 2020",45,2,174,1.15%
2020-11,"Nov 2020",46,1,174,0.57%
2020-11,"Nov 2020",47,5,174,2.87%
2020-11,"Nov 2020",48,1,174,0.57%
2020-11,"Nov 2020",49,3,174,1.72%
2020-11,"Nov 2020",50,5,174,2.87%
2020-11,"Nov 2020",51,3,174,1.72%
2020-11,"Nov 2020",52,7,174,4.02%
2020-12,"Dec 2020",0,198,198,100.00%
2020-12,"Dec 2020",1,6,198,3.03%
2020-12,"Dec 2020",2,6,198,3.03%
2020-12,"Dec 2020",3,6,198,3.03%
2020-12,"Dec 2020",4,5,198,2.53%
2020-12,"Dec 2020",5,7,198,3.54%
2020-12,"Dec 2020",6,7,198,3.54%
2020-12,"Dec 2020",7,4,198,2.02%
2020-12,"Dec 2020",8,6,198,3.03%
2020-12,"Dec 2020",9,1,198,0.51%
2020-12,"Dec 2020",10,9,198,4.55%
2020-12,"Dec 2020",11,5,198,2.53%
2020-12,"Dec 2020",12,3,198,1.52%
2020-12,"Dec 2020",13,2,198,1.01%
2020-12,"Dec 2020",14,8,198,4.04%
2020-12,"Dec 2020",15,6,198,3.03%
2020-12,"Dec 2020",16,7,198,3.54%
2020-12,"Dec 2020",17,5,198,2.53%
2020-12,"Dec 2020",18,4,198,2.02%
2020-12,"Dec 2020",19,4,198,2.02%
2020-12,"Dec 2020",20,4,198,2.02%
2020-12,"Dec 2020",21,2,198,1.01%
2020-12,"Dec 2020",22,4,198,2.02%
2020-12,"Dec 2020",23,4,198,2.02%
2020-12,"Dec 2020",24,4,198,2.02%
2020-12,"Dec 2020",25,6,198,3.03%
2020-12,"Dec 2020",26,5,198,2.53%
2020-12,"Dec 2020",27,7,198,3.54%
2020-12,"Dec 2020",28,3,198,1.52%
2020-12,"Dec 2020",29,7,198,3.54%
2020-12,"Dec 2020",30,3,198,1.52%
2020-12,"Dec 2020",31,3,198,1.52%
2020-12,"Dec 2020",32,4,198,2.02%
2020-12,"Dec 2020",33,8,198,4.04%
2020-12,"Dec 2020",34,9,198,4.55%
2020-12,"Dec 2020",35,5,198,2.53%
2020-12,"Dec 2020",36,5,198,2.53%
2020-12,"Dec 2020",37,8,198,4.04%
2020-12,"Dec 2020",38,6,198,3.03%
2020-12,"Dec 2020",39,5,198,2.53%
2020-12,"Dec 2020",40,5,198,2.53%
2020-12,"Dec 2020",41,8,198,4.04%
2020-12,"Dec 2020",42,2,198,1.01%
2020-12,"Dec 2020",43,6,198,3.03%
2020-12,"Dec 2020",44,4,198,2.02%
2020-12,"Dec 2020",45,3,198,1.52%
2020-12,"Dec 2020",46,4,198,2.02%
2020-12,"Dec 2020",48,4,198,2.02%
2020-12,"Dec 2020",49,5,198,2.53%
2020-12,"Dec 2020",50,2,198,1.01%
2020-12,"Dec 2020",51,8,198,4.04%
2020-12,"Dec 2020",52,4,198,2.02%
2021-01,"Jan 2021",0,164,164,100.00%
2021-01,"Jan 2021",1,5,164,3.05%
2021-01,"Jan 2021",2,7,164,4.27%
2021-01,"Jan 2021",3,7,164,4.27%
2021-01,"Jan 2021",4,2,164,1.22%
2021-01,"Jan 2021",5,1,164,0.61%
2021-01,"Jan 2021",6,4,164,2.44%
2021-01,"Jan 2021",7,7,164,4.27%
2021-01,"Jan 2021",8,5,164,3.05%
2021-01,"Jan 2021",9,8,164,4.88%
2021-01,"Jan 2021",10,7,164,4.27%
2021-01,"Jan 2021",11,4,164,2.44%
2021-01,"Jan 2021",12,3,164,1.83%
2021-01,"Jan 2021",13,3,164,1.83%
2021-01,"Jan 2021",14,5,164,3.05%
2021-01,"Jan 2021",15,5,164,3.05%
2021-01,"Jan 2021",16,3,164,1.83%
2021-01,"Jan 2021",17,2,164,1.22%
2021-01,"Jan 2021",18,3,164,1.83%
2021-01,"Jan 2021",19,7,164,4.27%
2021-01,"Jan 2021",20,7,164,4.27%
2021-01,"Jan 2021",21,2,164,1.22%
2021-01,"Jan 2021",22,7,164,4.27%
2021-01,"Jan 2021",23,3,164,1.83%
2021-01,"Jan 2021",24,4,164,2.44%
2021-01,"Jan 2021",25,6,164,3.66%
2021-01,"Jan 2021",26,1,164,0.61%
2021-01,"Jan 2021",27,3,164,1.83%
2021-01,"Jan 2021",28,4,164,2.44%
2021-01,"Jan 2021",29,5,164,3.05%
2021-01,"Jan 2021",30,6,164,3.66%
2021-01,"Jan 2021",31,7,164,4.27%
2021-01,"Jan 2021",32,9,164,5.49%
2021-01,"Jan 2021",33,2,164,1.22%
2021-01,"Jan 2021",34,5,164,3.05%
2021-01,"Jan 2021",35,3,164,1.83%
2021-01,"Jan 2021",36,2,164,1.22%
2021-01,"Jan 2021",37,3,164,1.83%
2021-01,"Jan 2021",38,4,164,2.44%
2021-01,"Jan 2021",39,6,164,3.66%
2021-01,"Jan 2021",40,6,164,3.66%
2021-01,"Jan 2021",41,6,164,3.66%
2021-01,"Jan 2021",42,2,164,1.22%
2021-01,"Jan 2021",43,5,164,3.05%
2021-01,"Jan 2021",44,4,164,2.44%
2021-01,"Jan 2021",45,3,164,1.83%
2021-01,"Jan 2021",46,6,164,3.66%
2021-01,"Jan 2021",47,3,164,1.83%
2021-01,"Jan 2021",48,3,164,1.83%
2021-01,"Jan 2021",49,2,164,1.22%
2021-01,"Jan 2021",50,4,164,2.44%
2021-01,"Jan 2021",51,2,164,1.22%
2021-02,"Feb 2021",0,142,142,100.00%
2021-02,"Feb 2021",1,2,142,1.41%
2021-02,"Feb 2021",2,2,142,1.41%
2021-02,"Feb 2021",3,4,142,2.82%
2021-02,"Feb 2021",4,3,142,2.11%
2021-02,"Feb 2021",5,3,142,2.11%
2021-02,"Feb 2021",6,4,142,2.82%
2021-02,"Feb 2021",7,6,142,4.23%
2021-02,"Feb 2021",8,1,142,0.70%
2021-02,"Feb 2021",9,2,142,1.41%
2021-02,"Feb 2021",10,3,142,2.11%
2021-02,"Feb 2021",11,3,142,2.11%
2021-02,"Feb 2021",12,4,142,2.82%
2021-02,"Feb 2021",13,4,142,2.82%
2021-02,"Feb 2021",14,2,142,1.41%
2021-02,"Feb 2021",15,3,142,2.11%
2021-02,"Feb 2021",16,5,142,3.52%
2021-02,"Feb 2021",17,5,142,3.52%
2021-02,"Feb 2021",18,9,142,6.34%
2021-02,"Feb 2021",19,4,142,2.82%
2021-02,"Feb 2021",20,4,142,2.82%
2021-02,"Feb 2021",21,8,142,5.63%
2021-02,"Feb 2021",22,5,142,3.52%
2021-02,"Feb 2021",23,4,142,2.82%
2021-02,"Feb 2021",24,1,142,0.70%
2021-02,"Feb 2021",25,1,142,0.70%
2021-02,"Feb 2021",26,3,142,2.11%
2021-02,"Feb 2021",27,11,142,7.75%
2021-02,"Feb 2021",28,7,142,4.93%
2021-02,"Feb 2021",29,4,142,2.82%
2021-02,"Feb 2021",30,7,142,4.93%
2021-02,"Feb 2021",31,6,142,4.23%
2021-02,"Feb 2021",32,1,142,0.70%
2021-02,"Feb 2021",33,7,142,4.93%
2021-02,"Feb 2021",34,1,142,0.70%
2021-02,"Feb 2021",35,6,142,4.23%
2021-02,"Feb 2021",36,5,142,3.52%
2021-02,"Feb 2021",37,1,142,0.70%
2021-02,"Feb 2021",38,3,142,2.11%
2021-02,"Feb 2021",39,5,142,3.52%
2021-02,"Feb 2021",40,2,142,1.41%
2021-02,"Feb 2021",41,5,142,3.52%
2021-02,"Feb 2021",42,3,142,2.11%
2021-02,"Feb 2021",43,5,142,3.52%
2021-02,"Feb 2021",44,2,142,1.41%
2021-02,"Feb 2021",45,3,142,2.11%
2021-02,"Feb 2021",46,5,142,3.52%
2021-02,"Feb 2021",47,4,142,2.82%
2021-02,"Feb 2021",48,2,142,1.41%
2021-02,"Feb 2021",49,6,142,4.23%
2021-02,"Feb 2021",50,1,142,0.70%
2021-03,"Mar 2021",0,155,155,100.00%
2021-03,"Mar 2021",1,1,155,0.65%
2021-03,"Mar 2021",2,2,155,1.29%
2021-03,"Mar 2021",3,4,155,2.58%
2021-03,"Mar 2021",4,3,155,1.94%
2021-03,"Mar 2021",5,3,155,1.94%
2021-03,"Mar 2021",6,6,155,3.87%
2021-03,"Mar 2021",7,4,155,2.58%
2021-03,"Mar 2021",8,3,155,1.94%
2021-03,"Mar 2021",9,3,155,1.94%
2021-03,"Mar 2021",10,4,155,2.58%
2021-03,"Mar 2021",11,4,155,2.58%
2021-03,"Mar 2021",12,2,155,1.29%
2021-03,"Mar 2021",13,2,155,1.29%
2021-03,"Mar 2021",14,8,155,5.16%
2021-03,"Mar 2021",15,5,155,3.23%
2021-03,"Mar 2021",16,7,155,4.52%
2021-03,"Mar 2021",17,5,155,3.23%
2021-03,"Mar 2021",18,11,155,7.10%
2021-03,"Mar 2021",19,7,155,4.52%
2021-03,"Mar 2021",20,7,155,4.52%
2021-03,"Mar 2021",21,6,155,3.87%
2021-03,"Mar 2021",22,6,155,3.87%
2021-03,"Mar 2021",23,3,155,1.94%
2021-03,"Mar 2021",24,6,155,3.87%
2021-03,"Mar 2021",25,4,155,2.58%
2021-03,"Mar 2021",26,5,155,3.23%
2021-03,"Mar 2021",27,5,155,3.23%
2021-03,"Mar 2021",28,5,155,3.23%
2021-03,"Mar 2021",29,4,155,2.58%
2021-03,"Mar 2021",30,2,155,1.29%
2021-03,"Mar 2021",31,3,155,1.94%
2021-03,"Mar 2021",32,3,155,1.94%
2021-03,"Mar 2021",33,5,155,3.23%
2021-03,"Mar 2021",34,3,155,1.94%
2021-03,"Mar 2021",35,2,155,1.29%
2021-03,"Mar 2021",36,6,155,3.87%
2021-03,"Mar 2021",37,3,155,1.94%
2021-03,"Mar 2021",38,4,155,2.58%
2021-03,"Mar 2021",39,4,155,2.58%
2021-03,"Mar 2021",40,5,155,3.23%
2021-03,"Mar 2021",41,3,155,1.94%
2021-03,"Mar 2021",42,8,155,5.16%
2021-03,"Mar 2021",43,3,155,1.94%
2021-03,"Mar 2021",44,5,155,3.23%
2021-03,"Mar 2021",45,5,155,3.23%
2021-03,"Mar 2021",46,5,155,3.23%
2021-03,"Mar 2021",47,5,155,3.23%
2021-03,"Mar 2021",48,3,155,1.94%
2021-03,"Mar 2021",49,2,155,1.29%
2021-04,"Apr 2021",0,156,156,100.00%
2021-04,"Apr 2021",1,7,156,4.49%
2021-04,"Apr 2021",2,5,156,3.21%
2021-04,"Apr 2021",3,5,156,3.21%
2021-04,"Apr 2021",4,5,156,3.21%
2021-04,"Apr 2021",5,4,156,2.56%
2021-04,"Apr 2021",6,4,156,2.56%
2021-04,"Apr 2021",7,6,156,3.85%
2021-04,"Apr 2021",8,4,156,2.56%
2021-04,"Apr 2021",9,1,156,0.64%
2021-04,"Apr 2021",10,3,156,1.92%
2021-04,"Apr 2021",11,1,156,0.64%
2021-04,"Apr 2021",12,2,156,1.28%
2021-04,"Apr 2021",13,5,156,3.21%
2021-04,"Apr 2021",14,3,156,1.92%
2021-04,"Apr 2021",15,5,156,3.21%
2021-04,"Apr 2021",16,3,156,1.92%
2021-04,"Apr 2021",17,3,156,1.92%
2021-04,"Apr 2021",18,4,156,2.56%
2021-04,"Apr 2021",19,5,156,3.21%
2021-04,"Apr 2021",20,2,156,1.28%
2021-04,"Apr 2021",21,6,156,3.85%
2021-04,"Apr 2021",22,4,156,2.56%
2021-04,"Apr 2021",23,1,156,0.64%
2021-04,"Apr 2021",24,1,156,0.64%
2021-04,"Apr 2021",25,5,156,3.21%
2021-04,"Apr 2021",26,1,156,0.64%
2021-04,"Apr 2021",27,2,156,1.28%
2021-04,"Apr 2021",28,3,156,1.92%
2021-04,"Apr 2021",29,5,156,3.21%
2021-04,"Apr 2021",30,3,156,1.92%
2021-04,"Apr 2021",31,5,156,3.21%
2021-04,"Apr 2021",32,4,156,2.56%
2021-04,"Apr 2021",33,1,156,0.64%
2021-04,"Apr 2021",34,5,156,3.21%
2021-04,"Apr 2021",35,5,156,3.21%
2021-04,"Apr 2021",36,5,156,3.21%
2021-04,"Apr 2021",37,3,156,1.92%
2021-04,"Apr 2021",38,5,156,3.21%
2021-04,"Apr 2021",39,2,156,1.28%
2021-04,"Apr 2021",40,3,156,1.92%
2021-04,"Apr 2021",41,7,156,4.49%
2021-04,"Apr 2021",42,6,156,3.85%
2021-04,"Apr 2021",43,4,156,2.56%
2021-04,"Apr 2021",44,2,156,1.28%
2021-04,"Apr 2021",45,2,156,1.28%
2021-04,"Apr 2021",46,2,156,1.28%
2021-04,"Apr 2021",47,5,156,3.21%
2021-04,"Apr 2021",48,2,156,1.28%
2021-05,"May 2021",0,145,145,100.00%
2021-05,"May 2021",1,2,145,1.38%
2021-05,"May 2021",2,3,145,2.07%
2021-05,"May 2021",3,3,145,2.07%
2021-05,"May 2021",4,1,145,0.69%
2021-05,"May 2021",5,3,145,2.07%
2021-05,"May 2021",6,7,145,4.83%
2021-05,"May 2021",7,3,145,2.07%
2021-05,"May 2021",8,5,145,3.45%
2021-05,"May 2021",9,3,145,2.07%
2021-05,"May 2021",10,7,145,4.83%
2021-05,"May 2021",11,4,145,2.76%
2021-05,"May 2021",12,1,145,0.69%
2021-05,"May 2021",13,4,145,2.76%
2021-05,"May 2021",14,2,145,1.38%
2021-05,"May 2021",15,5,145,3.45%
2021-05,"May 2021",16,3,145,2.07%
2021-05,"May 2021",17,1,145,0.69%
2021-05,"May 2021",18,1,145,0.69%
2021-05,"May 2021",19,3,145,2.07%
2021-05,"May 2021",20,5,145,3.45%
2021-05,"May 2021",21,1,145,0.69%
2021-05,"May 2021",22,2,145,1.38%
2021-05,"May 2021",23,7,145,4.83%
2021-05,"May 2021",24,3,145,2.07%
2021-05,"May 2021",25,5,145,3.45%
2021-05,"May 2021",26,3,145,2.07%
2021-05,"May 2021",27,3,145,2.07%
2021-05,"May 2021",28,1,145,0.69%
2021-05,"May 2021",29,3,145,2.07%
2021-05,"May 2021",30,5,145,3.45%
2021-05,"May 2021",31,2,145,1.38%
2021-05,"May 2021",32,6,145,4.14%
2021-05,"May 2021",33,1,145,0.69%
2021-05,"May 2021",34,1,145,0.69%
2021-05,"May 2021",35,3,145,2.07%
2021-05,"May 2021",36,1,145,0.69%
2021-05,"May 2021",37,7,145,4.83%
2021-05,"May 2021",38,4,145,2.76%
2021-05,"May 2021",39,9,145,6.21%
2021-05,"May 2021",40,1,145,0.69%
2021-05,"May 2021",41,6,145,4.14%
2021-05,"May 2021",42,4,145,2.76%
2021-05,"May 2021",43,3,145,2.07%
2021-05,"May 2021",44,2,145,1.38%
2021-05,"May 2021",45,1,145,0.69%
2021-05,"May 2021",46,3,145,2.07%
2021-05,"May 2021",47,3,145,2.07%
2021-06,"Jun 2021",0,181,181,100.00%
2021-06,"Jun 2021",1,7,181,3.87%
2021-06,"Jun 2021",2,3,181,1.66%
2021-06,"Jun 2021",3,7,181,3.87%
2021-06,"Jun 2021",4,6,181,3.31%
2021-06,"Jun 2021",5,4,181,2.21%
2021-06,"Jun 2021",6,3,181,1.66%
2021-06,"Jun 2021",7,1,181,0.55%
2021-06,"Jun 2021",8,6,181,3.31%
2021-06,"Jun 2021",9,8,181,4.42%
2021-06,"Jun 2021",10,7,181,3.87%
2021-06,"Jun 2021",11,3,181,1.66%
2021-06,"Jun 2021",12,2,181,1.10%
2021-06,"Jun 2021",13,7,181,3.87%
2021-06,"Jun 2021",14,1,181,0.55%
2021-06,"Jun 2021",15,6,181,3.31%
2021-06,"Jun 2021",16,4,181,2.21%
2021-06,"Jun 2021",17,6,181,3.31%
2021-06,"Jun 2021",18,8,181,4.42%
2021-06,"Jun 2021",19,3,181,1.66%
2021-06,"Jun 2021",20,4,181,2.21%
2021-06,"Jun 2021",21,4,181,2.21%
2021-06,"Jun 2021",22,4,181,2.21%
2021-06,"Jun 2021",23,6,181,3.31%
2021-06,"Jun 2021",24,1,181,0.55%
2021-06,"Jun 2021",25,8,181,4.42%
2021-06,"Jun 2021",26,3,181,1.66%
2021-06,"Jun 2021",27,7,181,3.87%
2021-06,"Jun 2021",28,4,181,2.21%
2021-06,"Jun 2021",29,7,181,3.87%
2021-06,"Jun 2021",30,3,181,1.66%
2021-06,"Jun 2021",31,2,181,1.10%
2021-06,"Jun 2021",32,3,181,1.66%
2021-06,"Jun 2021",33,5,181,2.76%
2021-06,"Jun 2021",34,6,181,3.31%
2021-06,"Jun 2021",35,5,181,2.76%
2021-06,"Jun 2021",36,2,181,1.10%
2021-06,"Jun 2021",37,4,181,2.21%
2021-06,"Jun 2021",38,6,181,3.31%
2021-06,"Jun 2021",39,5,181,2.76%
2021-06,"Jun 2021",40,5,181,2.76%
2021-06,"Jun 2021",41,6,181,3.31%
2021-06,"Jun 2021",42,4,181,2.21%
2021-06,"Jun 2021",43,8,181,4.42%
2021-06,"Jun 2021",44,3,181,1.66%
2021-06,"Jun 2021",45,6,181,3.31%
2021-06,"Jun 2021",46,4,181,2.21%
2021-07,"Jul 2021",0,126,126,100.00%
2021-07,"Jul 2021",1,3,126,2.38%
2021-07,"Jul 2021",2,3,126,2.38%
2021-07,"Jul 2021",3,6,126,4.76%
2021-07,"Jul 2021",4,3,126,2.38%
2021-07,"Jul 2021",5,3,126,2.38%
2021-07,"Jul 2021",6,3,126,2.38%
2021-07,"Jul 2021",8,3,126,2.38%
2021-07,"Jul 2021",9,6,126,4.76%
2021-07,"Jul 2021",10,4,126,3.17%
2021-07,"Jul 2021",11,3,126,2.38%
2021-07,"Jul 2021",12,3,126,2.38%
2021-07,"Jul 2021",13,2,126,1.59%
2021-07,"Jul 2021",14,8,126,6.35%
2021-07,"Jul 2021",15,5,126,3.97%
2021-07,"Jul 2021",16,5,126,3.97%
2021-07,"Jul 2021",17,2,126,1.59%
2021-07,"Jul 2021",18,2,126,1.59%
2021-07,"Jul 2021",19,5,126,3.97%
2021-07,"Jul 2021",20,1,126,0.79%
2021-07,"Jul 2021",21,1,126,0.79%
2021-07,"Jul 2021",22,3,126,2.38%
2021-07,"Jul 2021",23,3,126,2.38%
2021-07,"Jul 2021",24,3,126,2.38%
2021-07,"Jul 2021",25,4,126,3.17%
2021-07,"Jul 2021",27,3,126,2.38%
2021-07,"Jul 2021",28,3,126,2.38%
2021-07,"Jul 2021",29,4,126,3.17%
2021-07,"Jul 2021",30,7,126,5.56%
2021-07,"Jul 2021",31,2,126,1.59%
2021-07,"Jul 2021",32,4,126,3.17%
2021-07,"Jul 2021",33,6,126,4.76%
2021-07,"Jul 2021",34,4,126,3.17%
2021-07,"Jul 2021",35,4,126,3.17%
2021-07,"Jul 2021",37,2,126,1.59%
2021-07,"Jul 2021",38,4,126,3.17%
2021-07,"Jul 2021",39,3,126,2.38%
2021-07,"Jul 2021",40,5,126,3.97%
2021-07,"Jul 2021",41,3,126,2.38%
2021-07,"Jul 2021",42,2,126,1.59%
2021-07,"Jul 2021",43,1,126,0.79%
2021-07,"Jul 2021",44,3,126,2.38%
2021-07,"Jul 2021",45,3,126,2.38%
2021-08,"Aug 2021",0,143,143,100.00%
2021-08,"Aug 2021",1,2,143,1.40%
2021-08,"Aug 2021",2,4,143,2.80%
2021-08,"Aug 2021",3,6,143,4.20%
2021-08,"Aug 2021",4,5,143,3.50%
2021-08,"Aug 2021",5,3,143,2.10%
2021-08,"Aug 2021",6,3,143,2.10%
2021-08,"Aug 2021",7,6,143,4.20%
2021-08,"Aug 2021",8,3,143,2.10%
2021-08,"Aug 2021",9,6,143,4.20%
2021-08,"Aug 2021",10,4,143,2.80%
2021-08,"Aug 2021",11,4,143,2.80%
2021-08,"Aug 2021",12,6,143,4.20%
2021-08,"Aug 2021",13,7,143,4.90%
2021-08,"Aug 2021",14,4,143,2.80%
2021-08,"Aug 2021",15,5,143,3.50%
2021-08,"Aug 2021",16,7,143,4.90%
2021-08,"Aug 2021",17,2,143,1.40%
2021-08,"Aug 2021",18,1,143,0.70%
2021-08,"Aug 2021",19,7,143,4.90%
2021-08,"Aug 2021",20,3,143,2.10%
2021-08,"Aug 2021",21,4,143,2.80%
2021-08,"Aug 2021",22,4,143,2.80%
2021-08,"Aug 2021",23,4,143,2.80%
2021-08,"Aug 2021",24,2,143,1.40%
2021-08,"Aug 2021",25,4,143,2.80%
2021-08,"Aug 2021",26,4,143,2.80%
2021-08,"Aug 2021",27,5,143,3.50%
2021-08,"Aug 2021",28,4,143,2.80%
2021-08,"Aug 2021",29,5,143,3.50%
2021-08,"Aug 2021",30,7,143,4.90%
2021-08,"Aug 2021",31,1,143,0.70%
2021-08,"Aug 2021",32,3,143,2.10%
2021-08,"Aug 2021",33,2,143,1.40%
2021-08,"Aug 2021",34,2,143,1.40%
2021-08,"Aug 2021",35,3,143,2.10%
2021-08,"Aug 2021",36,3,143,2.10%
2021-08,"Aug 2021",37,4,143,2.80%
2021-08,"Aug 2021",38,1,143,0.70%
2021-08,"Aug 2021",39,5,143,3.50%
2021-08,"Aug 2021",40,3,143,2.10%
2021-08,"Aug 2021",42,7,143,4.90%
2021-08,"Aug 2021",43,5,143,3.50%
2021-08,"Aug 2021",44,3,143,2.10%
2021-09,"Sep 2021",0,149,149,100.00%
2021-09,"Sep 2021",1,2,149,1.34%
2021-09,"Sep 2021",2,1,149,0.67%
2021-09,"Sep 2021",3,5,149,3.36%
2021-09,"Sep 2021",4,4,149,2.68%
2021-09,"Sep 2021",5,5,149,3.36%
2021-09,"Sep 2021",6,10,149,6.71%
2021-09,"Sep 2021",7,3,149,2.01%
2021-09,"Sep 2021",8,4,149,2.68%
2021-09,"Sep 2021",9,4,149,2.68%
2021-09,"Sep 2021",10,4,149,2.68%
2021-09,"Sep 2021",11,4,149,2.68%
2021-09,"Sep 2021",12,1,149,0.67%
2021-09,"Sep 2021",13,8,149,5.37%
2021-09,"Sep 2021",14,7,149,4.70%
2021-09,"Sep 2021",15,5,149,3.36%
2021-09,"Sep 2021",16,3,149,2.01%
2021-09,"Sep 2021",17,2,149,1.34%
2021-09,"Sep 2021",18,6,149,4.03%
2021-09,"Sep 2021",19,2,149,1.34%
2021-09,"Sep 2021",20,5,149,3.36%
2021-09,"Sep 2021",21,5,149,3.36%
2021-09,"Sep 2021",22,6,149,4.03%
2021-09,"Sep 2021",23,4,149,2.68%
2021-09,"Sep 2021",24,3,149,2.01%
2021-09,"Sep 2021",25,3,149,2.01%
2021-09,"Sep 2021",26,4,149,2.68%
2021-09,"Sep 2021",27,7,149,4.70%
2021-09,"Sep 2021",28,7,149,4.70%
2021-09,"Sep 2021",29,7,149,4.70%
2021-09,"Sep 2021",30,4,149,2.68%
2021-09,"Sep 2021",31,2,149,1.34%
2021-09,"Sep 2021",32,4,149,2.68%
2021-09,"Sep 2021",33,3,149,2.01%
2021-09,"Sep 2021",34,6,149,4.03%
2021-09,"Sep 2021",35,3,149,2.01%
2021-09,"Sep 2021",36,5,149,3.36%
2021-09,"Sep 2021",37,4,149,2.68%
2021-09,"Sep 2021",38,4,149,2.68%
2021-09,"Sep 2021",39,4,149,2.68%
2021-09,"Sep 2021",40,4,149,2.68%
2021-09,"Sep 2021",41,2,149,1.34%
2021-09,"Sep 2021",43,3,149,2.01%
2021-10,"Oct 2021",0,123,123,100.00%
2021-10,"Oct 2021",1,3,123,2.44%
2021-10,"Oct 2021",2,4,123,3.25%
2021-10,"Oct 2021",3,3,123,2.44%
2021-10,"Oct 2021",4,5,123,4.07%
2021-10,"Oct 2021",5,2,123,1.63%
2021-10,"Oct 2021",6,4,123,3.25%
2021-10,"Oct 2021",7,7,123,5.69%
2021-10,"Oct 2021",8,2,123,1.63%
2021-10,"Oct 2021",9,4,123,3.25%
2021-10,"Oct 2021",10,5,123,4.07%
2021-10,"Oct 2021",11,3,123,2.44%
2021-10,"Oct 2021",12,1,123,0.81%
2021-10,"Oct 2021",13,5,123,4.07%
2021-10,"Oct 2021",14,2,123,1.63%
2021-10,"Oct 2021",15,4,123,3.25%
2021-10,"Oct 2021",16,2,123,1.63%
2021-10,"Oct 2021",17,8,123,6.50%
2021-10,"Oct 2021",18,4,123,3.25%
2021-10,"Oct 2021",19,2,123,1.63%
2021-10,"Oct 2021",20,2,123,1.63%
2021-10,"Oct 2021",21,3,123,2.44%
2021-10,"Oct 2021",22,5,123,4.07%
2021-10,"Oct 2021",23,5,123,4.07%
2021-10,"Oct 2021",24,1,123,0.81%
2021-10,"Oct 2021",25,3,123,2.44%
2021-10,"Oct 2021",26,5,123,4.07%
2021-10,"Oct 2021",27,1,123,0.81%
2021-10,"Oct 2021",28,3,123,2.44%
2021-10,"Oct 2021",29,2,123,1.63%
2021-10,"Oct 2021",30,3,123,2.44%
2021-10,"Oct 2021",31,3,123,2.44%
2021-10,"Oct 2021",32,2,123,1.63%
2021-10,"Oct 2021",33,2,123,1.63%
2021-10,"Oct 2021",34,3,123,2.44%
2021-10,"Oct 2021",35,5,123,4.07%
2021-10,"Oct 2021",36,5,123,4.07%
2021-10,"Oct 2021",37,3,123,2.44%
2021-10,"Oct 2021",38,2,123,1.63%
2021-10,"Oct 2021",39,1,123,0.81%
2021-10,"Oct 2021",40,3,123,2.44%
2021-10,"Oct 2021",41,3,123,2.44%
2021-10,"Oct 2021",42,2,123,1.63%
2021-11,"Nov 2021",0,115,115,100.00%
2021-11,"Nov 2021",1,3,115,2.61%
2021-11,"Nov 2021",2,7,115,6.09%
2021-11,"Nov 2021",3,1,115,0.87%
2021-11,"Nov 2021",4,3,115,2.61%
2021-11,"Nov 2021",5,5,115,4.35%
